{1323873994.734765__0,  payment_id, 99.9, false, created_at}
{1323873994.734765__1027, payment_id, 100.1, false, created_at}
{1323873994.734765__28,  payment_id, 99.9, false, created_at}
{1323873994.734765__1028, payment_id, 100.1, false, created_at}
{1323873994.734765__29,  payment_id, 99.9, false, created_at}
{1323873994.734765__1029, payment_id, 100.1, false, created_at}
{1323873994.734765__30,  payment_id, 99.9, false, created_at}
{1323873994.734765__1030, payment_id, 100.1, false, created_at}
{1323873994.734765__31,  payment_id, 99.9, false, created_at}
{1323873994.734765__1031, payment_id, 100.1, false, created_at}
{1323873994.734765__32,  payment_id, 99.9, false, created_at}
{1323873994.734765__1032, payment_id, 100.1, false, created_at}
{1323873994.734765__33,  payment_id, 99.9, false, created_at}
{1323873994.734765__1033, payment_id, 100.1, false, created_at}
{1323873994.734765__34,  payment_id, 99.9, false, created_at}
{1323873994.734765__1034, payment_id, 100.1, false, created_at}
{1323873994.734765__35,  payment_id, 99.9, false, created_at}
{1323873994.734765__1035, payment_id, 100.1, false, created_at}
{1323873994.734765__36,  payment_id, 99.9, false, created_at}
{1323873994.734765__1036, payment_id, 100.1, false, created_at}
{1323873994.734765__37,  payment_id, 99.9, false, created_at}
{1323873994.734765__1037, payment_id, 100.1, false, created_at}
{1323873994.734765__38,  payment_id, 99.9, false, created_at}
{1323873994.734765__1038, payment_id, 100.1, false, created_at}
{1323873994.734765__39,  payment_id, 99.9, false, created_at}
{1323873994.734765__1039, payment_id, 100.1, false, created_at}
{1323873994.734765__40,  payment_id, 99.9, false, created_at}
{1323873994.734765__1040, payment_id, 100.1, false, created_at}
{1323873994.734765__41,  payment_id, 99.9, false, created_at}
{1323873994.734765__1041, payment_id, 100.1, false, created_at}
{1323873994.734765__42,  payment_id, 99.9, false, created_at}
{1323873994.734765__1042, payment_id, 100.1, false, created_at}
{1323873994.734765__43,  payment_id, 99.9, false, created_at}
{1323873994.734765__1043, payment_id, 100.1, false, created_at}
{1323873994.734765__44,  payment_id, 99.9, false, created_at}
{1323873994.734765__1044, payment_id, 100.1, false, created_at}
{1323873994.734765__45,  payment_id, 99.9, false, created_at}
{1323873994.734765__1045, payment_id, 100.1, false, created_at}
{1323873994.734765__46,  payment_id, 99.9, false, created_at}
{1323873994.734765__1046, payment_id, 100.1, false, created_at}
{1323873994.734765__47,  payment_id, 99.9, false, created_at}
{1323873994.734765__1047, payment_id, 100.1, false, created_at}
{1323873994.734765__48,  payment_id, 99.9, false, created_at}
{1323873994.734765__1048, payment_id, 100.1, false, created_at}
{1323873994.734765__49,  payment_id, 99.9, false, created_at}
{1323873994.734765__1049, payment_id, 100.1, false, created_at}
{1323873994.734765__50,  payment_id, 99.9, false, created_at}
{1323873994.734765__1050, payment_id, 100.1, false, created_at}
{1323873994.734765__51,  payment_id, 99.9, false, created_at}
{1323873994.734765__1051, payment_id, 100.1, false, created_at}
{1323873994.734765__52,  payment_id, 99.9, false, created_at}
{1323873994.734765__1052, payment_id, 100.1, false, created_at}
{1323873994.734765__53,  payment_id, 99.9, false, created_at}
{1323873994.734765__1053, payment_id, 100.1, false, created_at}
{1323873994.734765__54,  payment_id, 99.9, false, created_at}
{1323873994.734765__1054, payment_id, 100.1, false, created_at}
{1323873994.734765__55,  payment_id, 99.9, false, created_at}
{1323873994.734765__1055, payment_id, 100.1, false, created_at}
{1323873994.734765__56,  payment_id, 99.9, false, created_at}
{1323873994.734765__1056, payment_id, 100.1, false, created_at}
{1323873994.734765__57,  payment_id, 99.9, false, created_at}
{1323873994.734765__1057, payment_id, 100.1, false, created_at}
{1323873994.734765__58,  payment_id, 99.9, false, created_at}
{1323873994.734765__1058, payment_id, 100.1, false, created_at}
{1323873994.734765__59,  payment_id, 99.9, false, created_at}
{1323873994.734765__1059, payment_id, 100.1, false, created_at}
{1323873994.734765__60,  payment_id, 99.9, false, created_at}
{1323873994.734765__1060, payment_id, 100.1, false, created_at}
{1323873994.734765__61,  payment_id, 99.9, false, created_at}
{1323873994.734765__1061, payment_id, 100.1, false, created_at}
{1323873994.734765__62,  payment_id, 99.9, false, created_at}
{1323873994.734765__1062, payment_id, 100.1, false, created_at}
{1323873994.734765__63,  payment_id, 99.9, false, created_at}
{1323873994.734765__1063, payment_id, 100.1, false, created_at}
{1323873994.734765__64,  payment_id, 99.9, false, created_at}
{1323873994.734765__1064, payment_id, 100.1, false, created_at}
{1323873994.734765__65,  payment_id, 99.9, false, created_at}
{1323873994.734765__1065, payment_id, 100.1, false, created_at}
{1323873994.734765__66,  payment_id, 99.9, false, created_at}
{1323873994.734765__1066, payment_id, 100.1, false, created_at}
{1323873994.734765__67,  payment_id, 99.9, false, created_at}
{1323873994.734765__1067, payment_id, 100.1, false, created_at}
{1323873994.734765__68,  payment_id, 99.9, false, created_at}
{1323873994.734765__1068, payment_id, 100.1, false, created_at}
{1323873994.734765__69,  payment_id, 99.9, false, created_at}
{1323873994.734765__1069, payment_id, 100.1, false, created_at}
{1323873994.734765__70,  payment_id, 99.9, false, created_at}
{1323873994.734765__1070, payment_id, 100.1, false, created_at}
{1323873994.734765__71,  payment_id, 99.9, false, created_at}
{1323873994.734765__1071, payment_id, 100.1, false, created_at}
{1323873994.734765__72,  payment_id, 99.9, false, created_at}
{1323873994.734765__1072, payment_id, 100.1, false, created_at}
{1323873994.734765__73,  payment_id, 99.9, false, created_at}
{1323873994.734765__1073, payment_id, 100.1, false, created_at}
{1323873994.734765__74,  payment_id, 99.9, false, created_at}
{1323873994.734765__1074, payment_id, 100.1, false, created_at}
{1323873994.734765__75,  payment_id, 99.9, false, created_at}
{1323873994.734765__1075, payment_id, 100.1, false, created_at}
{1323873994.734765__76,  payment_id, 99.9, false, created_at}
{1323873994.734765__1076, payment_id, 100.1, false, created_at}
{1323873994.734765__77,  payment_id, 99.9, false, created_at}
{1323873994.734765__1077, payment_id, 100.1, false, created_at}
{1323873994.734765__78,  payment_id, 99.9, false, created_at}
{1323873994.734765__1078, payment_id, 100.1, false, created_at}
{1323873994.734765__79,  payment_id, 99.9, false, created_at}
{1323873994.734765__1079, payment_id, 100.1, false, created_at}
{1323873994.734765__80,  payment_id, 99.9, false, created_at}
{1323873994.734765__1080, payment_id, 100.1, false, created_at}
{1323873994.734765__81,  payment_id, 99.9, false, created_at}
{1323873994.734765__1081, payment_id, 100.1, false, created_at}
{1323873994.734765__82,  payment_id, 99.9, false, created_at}
{1323873994.734765__1082, payment_id, 100.1, false, created_at}
{1323873994.734765__83,  payment_id, 99.9, false, created_at}
{1323873994.734765__1083, payment_id, 100.1, false, created_at}
{1323873994.734765__84,  payment_id, 99.9, false, created_at}
{1323873994.734765__1084, payment_id, 100.1, false, created_at}
{1323873994.734765__85,  payment_id, 99.9, false, created_at}
{1323873994.734765__1085, payment_id, 100.1, false, created_at}
{1323873994.734765__86,  payment_id, 99.9, false, created_at}
{1323873994.734765__1086, payment_id, 100.1, false, created_at}
{1323873994.734765__87,  payment_id, 99.9, false, created_at}
{1323873994.734765__1087, payment_id, 100.1, false, created_at}
{1323873994.734765__88,  payment_id, 99.9, false, created_at}
{1323873994.734765__1088, payment_id, 100.1, false, created_at}
{1323873994.734765__89,  payment_id, 99.9, false, created_at}
{1323873994.734765__1089, payment_id, 100.1, false, created_at}
{1323873994.734765__90,  payment_id, 99.9, false, created_at}
{1323873994.734765__1090, payment_id, 100.1, false, created_at}
{1323873994.734765__91,  payment_id, 99.9, false, created_at}
{1323873994.734765__1091, payment_id, 100.1, false, created_at}
{1323873994.734765__92,  payment_id, 99.9, false, created_at}
{1323873994.734765__1092, payment_id, 100.1, false, created_at}
{1323873994.734765__93,  payment_id, 99.9, false, created_at}
{1323873994.734765__1093, payment_id, 100.1, false, created_at}
{1323873994.734765__94,  payment_id, 99.9, false, created_at}
{1323873994.734765__1094, payment_id, 100.1, false, created_at}
{1323873994.734765__95,  payment_id, 99.9, false, created_at}
{1323873994.734765__1095, payment_id, 100.1, false, created_at}
{1323873994.734765__96,  payment_id, 99.9, false, created_at}
{1323873994.734765__1096, payment_id, 100.1, false, created_at}
{1323873994.734765__97,  payment_id, 99.9, false, created_at}
{1323873994.734765__1097, payment_id, 100.1, false, created_at}
{1323873994.734765__98,  payment_id, 99.9, false, created_at}
{1323873994.734765__1098, payment_id, 100.1, false, created_at}
{1323873994.734765__99,  payment_id, 99.9, false, created_at}
{1323873994.734765__1099, payment_id, 100.1, false, created_at}
{1323873994.734765__100,  payment_id, 99.9, false, created_at}
{1323873994.734765__1100, payment_id, 100.1, false, created_at}
{1323873994.734765__101,  payment_id, 99.9, false, created_at}
{1323873994.734765__1101, payment_id, 100.1, false, created_at}
{1323873994.734765__102,  payment_id, 99.9, false, created_at}
{1323873994.734765__1102, payment_id, 100.1, false, created_at}
{1323873994.734765__103,  payment_id, 99.9, false, created_at}
{1323873994.734765__1103, payment_id, 100.1, false, created_at}
{1323873994.734765__104,  payment_id, 99.9, false, created_at}
{1323873994.734765__1104, payment_id, 100.1, false, created_at}
{1323873994.734765__105,  payment_id, 99.9, false, created_at}
{1323873994.734765__1105, payment_id, 100.1, false, created_at}
{1323873994.734765__106,  payment_id, 99.9, false, created_at}
{1323873994.734765__1106, payment_id, 100.1, false, created_at}
{1323873994.734765__107,  payment_id, 99.9, false, created_at}
{1323873994.734765__1107, payment_id, 100.1, false, created_at}
{1323873994.734765__108,  payment_id, 99.9, false, created_at}
{1323873994.734765__1108, payment_id, 100.1, false, created_at}
{1323873994.734765__109,  payment_id, 99.9, false, created_at}
{1323873994.734765__1109, payment_id, 100.1, false, created_at}
{1323873994.734765__110,  payment_id, 99.9, false, created_at}
{1323873994.734765__1110, payment_id, 100.1, false, created_at}
{1323873994.734765__111,  payment_id, 99.9, false, created_at}
{1323873994.734765__1111, payment_id, 100.1, false, created_at}
{1323873994.734765__112,  payment_id, 99.9, false, created_at}
{1323873994.734765__1112, payment_id, 100.1, false, created_at}
{1323873994.734765__113,  payment_id, 99.9, false, created_at}
{1323873994.734765__1113, payment_id, 100.1, false, created_at}
{1323873994.734765__114,  payment_id, 99.9, false, created_at}
{1323873994.734765__1114, payment_id, 100.1, false, created_at}
{1323873994.734765__115,  payment_id, 99.9, false, created_at}
{1323873994.734765__1115, payment_id, 100.1, false, created_at}
{1323873994.734765__116,  payment_id, 99.9, false, created_at}
{1323873994.734765__1116, payment_id, 100.1, false, created_at}
{1323873994.734765__117,  payment_id, 99.9, false, created_at}
{1323873994.734765__1117, payment_id, 100.1, false, created_at}
{1323873994.734765__118,  payment_id, 99.9, false, created_at}
{1323873994.734765__1118, payment_id, 100.1, false, created_at}
{1323873994.734765__119,  payment_id, 99.9, false, created_at}
{1323873994.734765__1119, payment_id, 100.1, false, created_at}
{1323873994.734765__120,  payment_id, 99.9, false, created_at}
{1323873994.734765__1120, payment_id, 100.1, false, created_at}
{1323873994.734765__121,  payment_id, 99.9, false, created_at}
{1323873994.734765__1121, payment_id, 100.1, false, created_at}
{1323873994.734765__122,  payment_id, 99.9, false, created_at}
{1323873994.734765__1122, payment_id, 100.1, false, created_at}
{1323873994.734765__123,  payment_id, 99.9, false, created_at}
{1323873994.734765__1123, payment_id, 100.1, false, created_at}
{1323873994.734765__124,  payment_id, 99.9, false, created_at}
{1323873994.734765__1124, payment_id, 100.1, false, created_at}
{1323873994.734765__125,  payment_id, 99.9, false, created_at}
{1323873994.734765__1125, payment_id, 100.1, false, created_at}
{1323873994.734765__126,  payment_id, 99.9, false, created_at}
{1323873994.734765__1126, payment_id, 100.1, false, created_at}
{1323873994.734765__127,  payment_id, 99.9, false, created_at}
{1323873994.734765__1127, payment_id, 100.1, false, created_at}
{1323873994.734765__128,  payment_id, 99.9, false, created_at}
{1323873994.734765__1128, payment_id, 100.1, false, created_at}
{1323873994.734765__129,  payment_id, 99.9, false, created_at}
{1323873994.734765__1129, payment_id, 100.1, false, created_at}
{1323873994.734765__130,  payment_id, 99.9, false, created_at}
{1323873994.734765__1130, payment_id, 100.1, false, created_at}
{1323873994.734765__131,  payment_id, 99.9, false, created_at}
{1323873994.734765__1131, payment_id, 100.1, false, created_at}
{1323873994.734765__132,  payment_id, 99.9, false, created_at}
{1323873994.734765__1132, payment_id, 100.1, false, created_at}
{1323873994.734765__133,  payment_id, 99.9, false, created_at}
{1323873994.734765__1133, payment_id, 100.1, false, created_at}
{1323873994.734765__134,  payment_id, 99.9, false, created_at}
{1323873994.734765__1134, payment_id, 100.1, false, created_at}
{1323873994.734765__135,  payment_id, 99.9, false, created_at}
{1323873994.734765__1135, payment_id, 100.1, false, created_at}
{1323873994.734765__136,  payment_id, 99.9, false, created_at}
{1323873994.734765__1136, payment_id, 100.1, false, created_at}
{1323873994.734765__137,  payment_id, 99.9, false, created_at}
{1323873994.734765__1137, payment_id, 100.1, false, created_at}
{1323873994.734765__138,  payment_id, 99.9, false, created_at}
{1323873994.734765__1138, payment_id, 100.1, false, created_at}
{1323873994.734765__139,  payment_id, 99.9, false, created_at}
{1323873994.734765__1139, payment_id, 100.1, false, created_at}
{1323873994.734765__140,  payment_id, 99.9, false, created_at}
{1323873994.734765__1140, payment_id, 100.1, false, created_at}
{1323873994.734765__141,  payment_id, 99.9, false, created_at}
{1323873994.734765__1141, payment_id, 100.1, false, created_at}
{1323873994.734765__142,  payment_id, 99.9, false, created_at}
{1323873994.734765__1142, payment_id, 100.1, false, created_at}
{1323873994.734765__143,  payment_id, 99.9, false, created_at}
{1323873994.734765__1143, payment_id, 100.1, false, created_at}
{1323873994.734765__144,  payment_id, 99.9, false, created_at}
{1323873994.734765__1144, payment_id, 100.1, false, created_at}
{1323873994.734765__145,  payment_id, 99.9, false, created_at}
{1323873994.734765__1145, payment_id, 100.1, false, created_at}
{1323873994.734765__146,  payment_id, 99.9, false, created_at}
{1323873994.734765__1146, payment_id, 100.1, false, created_at}
{1323873994.734765__147,  payment_id, 99.9, false, created_at}
{1323873994.734765__1147, payment_id, 100.1, false, created_at}
{1323873994.734765__148,  payment_id, 99.9, false, created_at}
{1323873994.734765__1148, payment_id, 100.1, false, created_at}
{1323873994.734765__149,  payment_id, 99.9, false, created_at}
{1323873994.734765__1149, payment_id, 100.1, false, created_at}
{1323873994.734765__150,  payment_id, 99.9, false, created_at}
{1323873994.734765__1150, payment_id, 100.1, false, created_at}
{1323873994.734765__151,  payment_id, 99.9, false, created_at}
{1323873994.734765__1151, payment_id, 100.1, false, created_at}
{1323873994.734765__152,  payment_id, 99.9, false, created_at}
{1323873994.734765__1152, payment_id, 100.1, false, created_at}
{1323873994.734765__153,  payment_id, 99.9, false, created_at}
{1323873994.734765__1153, payment_id, 100.1, false, created_at}
{1323873994.734765__154,  payment_id, 99.9, false, created_at}
{1323873994.734765__1154, payment_id, 100.1, false, created_at}
{1323873994.734765__155,  payment_id, 99.9, false, created_at}
{1323873994.734765__1155, payment_id, 100.1, false, created_at}
{1323873994.734765__156,  payment_id, 99.9, false, created_at}
{1323873994.734765__1156, payment_id, 100.1, false, created_at}
{1323873994.734765__157,  payment_id, 99.9, false, created_at}
{1323873994.734765__1157, payment_id, 100.1, false, created_at}
{1323873994.734765__158,  payment_id, 99.9, false, created_at}
{1323873994.734765__1158, payment_id, 100.1, false, created_at}
{1323873994.734765__159,  payment_id, 99.9, false, created_at}
{1323873994.734765__1159, payment_id, 100.1, false, created_at}
{1323873994.734765__160,  payment_id, 99.9, false, created_at}
{1323873994.734765__1160, payment_id, 100.1, false, created_at}
{1323873994.734765__161,  payment_id, 99.9, false, created_at}
{1323873994.734765__1161, payment_id, 100.1, false, created_at}
{1323873994.734765__162,  payment_id, 99.9, false, created_at}
{1323873994.734765__1162, payment_id, 100.1, false, created_at}
{1323873994.734765__163,  payment_id, 99.9, false, created_at}
{1323873994.734765__1163, payment_id, 100.1, false, created_at}
{1323873994.734765__164,  payment_id, 99.9, false, created_at}
{1323873994.734765__1164, payment_id, 100.1, false, created_at}
{1323873994.734765__165,  payment_id, 99.9, false, created_at}
{1323873994.734765__1165, payment_id, 100.1, false, created_at}
{1323873994.734765__166,  payment_id, 99.9, false, created_at}
{1323873994.734765__1166, payment_id, 100.1, false, created_at}
{1323873994.734765__167,  payment_id, 99.9, false, created_at}
{1323873994.734765__1167, payment_id, 100.1, false, created_at}
{1323873994.734765__168,  payment_id, 99.9, false, created_at}
{1323873994.734765__1168, payment_id, 100.1, false, created_at}
{1323873994.734765__169,  payment_id, 99.9, false, created_at}
{1323873994.734765__1169, payment_id, 100.1, false, created_at}
{1323873994.734765__170,  payment_id, 99.9, false, created_at}
{1323873994.734765__1170, payment_id, 100.1, false, created_at}
{1323873994.734765__171,  payment_id, 99.9, false, created_at}
{1323873994.734765__1171, payment_id, 100.1, false, created_at}
{1323873994.734765__172,  payment_id, 99.9, false, created_at}
{1323873994.734765__1172, payment_id, 100.1, false, created_at}
{1323873994.734765__173,  payment_id, 99.9, false, created_at}
{1323873994.734765__1173, payment_id, 100.1, false, created_at}
{1323873994.734765__174,  payment_id, 99.9, false, created_at}
{1323873994.734765__1174, payment_id, 100.1, false, created_at}
{1323873994.734765__175,  payment_id, 99.9, false, created_at}
{1323873994.734765__1175, payment_id, 100.1, false, created_at}
{1323873994.734765__176,  payment_id, 99.9, false, created_at}
{1323873994.734765__1176, payment_id, 100.1, false, created_at}
{1323873994.734765__177,  payment_id, 99.9, false, created_at}
{1323873994.734765__1177, payment_id, 100.1, false, created_at}
{1323873994.734765__178,  payment_id, 99.9, false, created_at}
{1323873994.734765__1178, payment_id, 100.1, false, created_at}
{1323873994.734765__179,  payment_id, 99.9, false, created_at}
{1323873994.734765__1179, payment_id, 100.1, false, created_at}
{1323873994.734765__180,  payment_id, 99.9, false, created_at}
{1323873994.734765__1180, payment_id, 100.1, false, created_at}
{1323873994.734765__181,  payment_id, 99.9, false, created_at}
{1323873994.734765__1181, payment_id, 100.1, false, created_at}
{1323873994.734765__182,  payment_id, 99.9, false, created_at}
{1323873994.734765__1182, payment_id, 100.1, false, created_at}
{1323873994.734765__183,  payment_id, 99.9, false, created_at}
{1323873994.734765__1183, payment_id, 100.1, false, created_at}
{1323873994.734765__184,  payment_id, 99.9, false, created_at}
{1323873994.734765__1184, payment_id, 100.1, false, created_at}
{1323873994.734765__185,  payment_id, 99.9, false, created_at}
{1323873994.734765__1185, payment_id, 100.1, false, created_at}
{1323873994.734765__186,  payment_id, 99.9, false, created_at}
{1323873994.734765__1186, payment_id, 100.1, false, created_at}
{1323873994.734765__187,  payment_id, 99.9, false, created_at}
{1323873994.734765__1187, payment_id, 100.1, false, created_at}
{1323873994.734765__188,  payment_id, 99.9, false, created_at}
{1323873994.734765__1188, payment_id, 100.1, false, created_at}
{1323873994.734765__189,  payment_id, 99.9, false, created_at}
{1323873994.734765__1189, payment_id, 100.1, false, created_at}
{1323873994.734765__190,  payment_id, 99.9, false, created_at}
{1323873994.734765__1190, payment_id, 100.1, false, created_at}
{1323873994.734765__191,  payment_id, 99.9, false, created_at}
{1323873994.734765__1191, payment_id, 100.1, false, created_at}
{1323873994.734765__192,  payment_id, 99.9, false, created_at}
{1323873994.734765__1192, payment_id, 100.1, false, created_at}
{1323873994.734765__193,  payment_id, 99.9, false, created_at}
{1323873994.734765__1193, payment_id, 100.1, false, created_at}
{1323873994.734765__194,  payment_id, 99.9, false, created_at}
{1323873994.734765__1194, payment_id, 100.1, false, created_at}
{1323873994.734765__195,  payment_id, 99.9, false, created_at}
{1323873994.734765__1195, payment_id, 100.1, false, created_at}
{1323873994.734765__196,  payment_id, 99.9, false, created_at}
{1323873994.734765__1196, payment_id, 100.1, false, created_at}
{1323873994.734765__197,  payment_id, 99.9, false, created_at}
{1323873994.734765__1197, payment_id, 100.1, false, created_at}
{1323873994.734765__198,  payment_id, 99.9, false, created_at}
{1323873994.734765__1198, payment_id, 100.1, false, created_at}
{1323873994.734765__199,  payment_id, 99.9, false, created_at}
{1323873994.734765__1199, payment_id, 100.1, false, created_at}
{1323873994.734765__200,  payment_id, 99.9, false, created_at}
{1323873994.734765__1200, payment_id, 100.1, false, created_at}
{1323873994.734765__201,  payment_id, 99.9, false, created_at}
{1323873994.734765__1201, payment_id, 100.1, false, created_at}
{1323873994.734765__202,  payment_id, 99.9, false, created_at}
{1323873994.734765__1202, payment_id, 100.1, false, created_at}
{1323873994.734765__203,  payment_id, 99.9, false, created_at}
{1323873994.734765__1203, payment_id, 100.1, false, created_at}
{1323873994.734765__204,  payment_id, 99.9, false, created_at}
{1323873994.734765__1204, payment_id, 100.1, false, created_at}
{1323873994.734765__205,  payment_id, 99.9, false, created_at}
{1323873994.734765__1205, payment_id, 100.1, false, created_at}
{1323873994.734765__206,  payment_id, 99.9, false, created_at}
{1323873994.734765__1206, payment_id, 100.1, false, created_at}
{1323873994.734765__207,  payment_id, 99.9, false, created_at}
{1323873994.734765__1207, payment_id, 100.1, false, created_at}
{1323873994.734765__208,  payment_id, 99.9, false, created_at}
{1323873994.734765__1208, payment_id, 100.1, false, created_at}
{1323873994.734765__209,  payment_id, 99.9, false, created_at}
{1323873994.734765__1209, payment_id, 100.1, false, created_at}
{1323873994.734765__210,  payment_id, 99.9, false, created_at}
{1323873994.734765__1210, payment_id, 100.1, false, created_at}
{1323873994.734765__211,  payment_id, 99.9, false, created_at}
{1323873994.734765__1211, payment_id, 100.1, false, created_at}
{1323873994.734765__212,  payment_id, 99.9, false, created_at}
{1323873994.734765__1212, payment_id, 100.1, false, created_at}
{1323873994.734765__213,  payment_id, 99.9, false, created_at}
{1323873994.734765__1213, payment_id, 100.1, false, created_at}
{1323873994.734765__214,  payment_id, 99.9, false, created_at}
{1323873994.734765__1214, payment_id, 100.1, false, created_at}
{1323873994.734765__215,  payment_id, 99.9, false, created_at}
{1323873994.734765__1215, payment_id, 100.1, false, created_at}
{1323873994.734765__216,  payment_id, 99.9, false, created_at}
{1323873994.734765__1216, payment_id, 100.1, false, created_at}
{1323873994.734765__217,  payment_id, 99.9, false, created_at}
{1323873994.734765__1217, payment_id, 100.1, false, created_at}
{1323873994.734765__218,  payment_id, 99.9, false, created_at}
{1323873994.734765__1218, payment_id, 100.1, false, created_at}
{1323873994.734765__219,  payment_id, 99.9, false, created_at}
{1323873994.734765__1219, payment_id, 100.1, false, created_at}
{1323873994.734765__220,  payment_id, 99.9, false, created_at}
{1323873994.734765__1220, payment_id, 100.1, false, created_at}
{1323873994.734765__221,  payment_id, 99.9, false, created_at}
{1323873994.734765__1221, payment_id, 100.1, false, created_at}
{1323873994.734765__222,  payment_id, 99.9, false, created_at}
{1323873994.734765__1222, payment_id, 100.1, false, created_at}
{1323873994.734765__223,  payment_id, 99.9, false, created_at}
{1323873994.734765__1223, payment_id, 100.1, false, created_at}
{1323873994.734765__224,  payment_id, 99.9, false, created_at}
{1323873994.734765__1224, payment_id, 100.1, false, created_at}
{1323873994.734765__225,  payment_id, 99.9, false, created_at}
{1323873994.734765__1225, payment_id, 100.1, false, created_at}
{1323873994.734765__226,  payment_id, 99.9, false, created_at}
{1323873994.734765__1226, payment_id, 100.1, false, created_at}
{1323873994.734765__227,  payment_id, 99.9, false, created_at}
{1323873994.734765__1227, payment_id, 100.1, false, created_at}
{1323873994.734765__228,  payment_id, 99.9, false, created_at}
{1323873994.734765__1228, payment_id, 100.1, false, created_at}
{1323873994.734765__229,  payment_id, 99.9, false, created_at}
{1323873994.734765__1229, payment_id, 100.1, false, created_at}
{1323873994.734765__230,  payment_id, 99.9, false, created_at}
{1323873994.734765__1230, payment_id, 100.1, false, created_at}
{1323873994.734765__231,  payment_id, 99.9, false, created_at}
{1323873994.734765__1231, payment_id, 100.1, false, created_at}
{1323873994.734765__232,  payment_id, 99.9, false, created_at}
{1323873994.734765__1232, payment_id, 100.1, false, created_at}
{1323873994.734765__233,  payment_id, 99.9, false, created_at}
{1323873994.734765__1233, payment_id, 100.1, false, created_at}
{1323873994.734765__234,  payment_id, 99.9, false, created_at}
{1323873994.734765__1234, payment_id, 100.1, false, created_at}
{1323873994.734765__235,  payment_id, 99.9, false, created_at}
{1323873994.734765__1235, payment_id, 100.1, false, created_at}
{1323873994.734765__236,  payment_id, 99.9, false, created_at}
{1323873994.734765__1236, payment_id, 100.1, false, created_at}
{1323873994.734765__237,  payment_id, 99.9, false, created_at}
{1323873994.734765__1237, payment_id, 100.1, false, created_at}
{1323873994.734765__238,  payment_id, 99.9, false, created_at}
{1323873994.734765__1238, payment_id, 100.1, false, created_at}
{1323873994.734765__239,  payment_id, 99.9, false, created_at}
{1323873994.734765__1239, payment_id, 100.1, false, created_at}
{1323873994.734765__240,  payment_id, 99.9, false, created_at}
